timestamp,country,location_name,coordinate,timezone,last_updated_date,last_updated_time,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_O3,AQI_SO2,DAQI,year_month,filled_from_date
2024-10-04,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/4,2024/11/27 16:15,48.0,3.33,4.07,10.545,16.465,1,2,1,2,1,2,24-Oct,
2024-10-05,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/5,2024/11/27 16:00,61.0,2.59,3.145,8.695,13.135,1,1,1,2,1,2,24-Oct,
2024-10-06,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/6,2024/11/27 15:45,86.0,4.625,4.995,14.615,21.46,2,2,1,3,1,3,24-Oct,
2024-10-07,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/7,2024/11/27 16:15,128.0,4.625,8.325,32.56,46.99,3,3,1,5,1,5,24-Oct,
2024-10-08,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/8,2024/11/27 16:15,125.0,3.7,8.695,35.89,51.8,4,4,1,5,1,5,24-Oct,
2024-10-09,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/9,2024/11/27 16:15,134.0,4.07,10.915,45.88,66.045,5,6,1,5,1,6,24-Oct,
2024-10-10,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/10,2024/11/27 16:15,121.0,3.145,7.585,33.3,48.47,3,3,1,5,1,5,24-Oct,
2024-10-11,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/11,2024/11/27 16:15,138.0,4.81,9.62,50.875,73.815,6,6,1,5,1,6,24-Oct,
2024-10-12,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/12,2024/11/27 16:15,126.0,3.885,8.325,44.585,65.12,5,5,1,5,1,5,24-Oct,
2024-10-13,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/13,2024/11/27 16:00,126.0,5.365,7.955,37.37,54.76,4,4,1,5,1,5,24-Oct,
2024-10-14,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/14,2024/11/27 16:00,119.0,3.7,7.03,35.15,51.615,4,4,1,4,1,4,24-Oct,
2024-10-15,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/15,2024/11/27 16:00,112.0,3.33,6.66,23.125,35.15,3,3,1,4,1,4,24-Oct,
2024-10-16,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/16,2024/11/27 16:00,107.0,3.885,6.29,25.16,37.185,3,3,1,4,1,4,24-Oct,
2024-10-17,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/17,2024/11/27 16:00,119.0,5.18,8.325,33.3,48.655,3,3,1,4,1,4,24-Oct,
2024-10-18,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/18,2024/11/27 16:00,130.0,4.81,6.845,33.67,48.285,3,3,1,5,1,5,24-Oct,
2024-10-19,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/19,2024/11/27 16:00,105.0,6.475,6.475,27.565,39.405,3,3,1,4,1,4,24-Oct,
2024-10-20,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/20,2024/11/27 16:00,93.0,6.475,8.88,31.635,45.51,3,3,1,3,1,3,24-Oct,
2024-10-21,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/21,2024/11/27 15:45,45.0,6.29,4.44,12.21,19.055,2,2,1,2,1,2,24-Oct,
2024-10-22,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/22,2024/11/27 15:45,40.0,4.81,3.33,12.025,20.35,2,2,1,2,1,2,24-Oct,
2024-10-23,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/23,2024/11/27 16:00,68.0,2.22,3.515,9.065,13.505,1,1,1,3,1,3,24-Oct,
2024-10-24,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/24,2024/11/27 15:45,82.0,2.96,3.7,10.175,15.725,1,1,1,3,1,3,24-Oct,
2024-10-25,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/25,2024/11/27 15:45,63.0,6.105,6.66,15.91,23.31,2,2,1,2,1,2,24-Oct,
2024-10-26,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/26,2024/11/27 15:45,76.0,4.255,6.475,19.98,29.415,2,2,1,3,1,3,24-Oct,
2024-10-27,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/27,2024/11/27 15:45,77.0,3.7,5.735,26.825,40.145,3,3,1,3,1,3,24-Oct,
2024-10-28,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/28,2024/11/27 15:45,81.0,4.81,7.585,30.34,44.4,3,3,1,3,1,3,24-Oct,
2024-10-29,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/29,2024/11/27 15:30,79.0,8.51,4.44,24.79,36.26,3,3,1,3,1,3,24-Oct,
2024-10-30,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/30,2024/11/27 15:30,119.0,6.475,9.065,36.63,52.725,4,4,1,4,1,4,24-Oct,
2024-10-31,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/10/31,2024/11/27 15:30,115.0,7.955,9.065,42.18,60.495,5,5,1,4,1,5,24-Oct,
2024-11-01,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/11/1,2024/11/27 15:45,94.0,5.735,5.92,38.85,56.795,4,4,1,3,1,4,24-Nov,
2024-11-02,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/11/2,2024/11/27 15:45,117.0,7.585,10.73,39.22,56.61,4,4,1,4,1,4,24-Nov,
2024-11-03,Myanmar,Yangon,"16.7833, 96.1667",Asia/Yangon,2024/11/3,2024/11/27 15:45,96.0,4.81,9.25,41.07,59.015,5,5,1,3,1,5,24-Nov,
2024-04-07,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/19,2024/11/27 22:45,121.6,0.5,3.0,127.2,145.8,10,10,1,5,1,10,24-Mar,
2024-04-08,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/21,2024/11/27 23:00,55.8,1.2,0.3,15.2,17.7,2,2,1,2,1,2,24-Mar,2024/3/21
2024-04-09,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/21,2024/11/27 23:00,55.8,1.2,0.3,15.2,17.7,2,2,1,2,1,2,24-Mar,
2024-04-10,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/3/24,2024/11/27 23:00,50.1,4.0,1.4,24.2,32.8,3,2,1,2,1,3,24-Mar,2024/3/24
2024-04-11,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/3/24,2024/11/27 23:00,50.1,4.0,1.4,24.2,32.8,3,2,1,2,1,3,24-Mar,2024/3/24
2024-04-12,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/3/24,2024/11/27 23:00,50.1,4.0,1.4,24.2,32.8,3,2,1,2,1,3,24-Mar,
2024-04-13,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/25,2024/11/27 22:45,56.5,0.3,0.4,34.5,53.6,3,4,1,2,1,4,24-Mar,
2024-04-14,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/29,2024/11/27 22:15,66.5,0.3,0.3,28.8,38.6,3,3,1,3,1,3,24-Mar,2024/3/29
2024-04-15,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/29,2024/11/27 22:15,66.5,0.3,0.3,28.8,38.6,3,3,1,3,1,3,24-Mar,2024/3/29
2024-04-16,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/29,2024/11/27 22:15,66.5,0.3,0.3,28.8,38.6,3,3,1,3,1,3,24-Mar,2024/3/29
2024-04-17,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/3/29,2024/11/27 22:15,66.5,0.3,0.3,28.8,38.6,3,3,1,3,1,3,24-Mar,
2024-04-18,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/3/30,2024/11/27 22:15,68.7,3.4,2.2,40.4,52.2,4,4,1,3,1,4,24-Mar,
2024-04-19,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/3/31,2024/11/27 22:15,57.9,2.8,1.4,36.2,48.9,4,3,1,2,1,4,24-Mar,
2024-04-20,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/1,2024/11/27 22:15,37.9,0.2,0.2,18.1,29.5,2,2,1,2,1,2,24-Apr,
2024-04-21,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/2,2024/11/27 22:45,35.4,0.2,0.1,16.5,27.4,2,2,1,2,1,2,24-Apr,
2024-04-22,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/3,2024/11/27 22:15,46.5,0.2,0.2,27.9,42.6,3,3,1,2,1,3,24-Apr,
2024-04-23,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/5,2024/11/27 22:00,44.4,0.3,0.2,22.2,34.2,2,3,1,2,1,3,24-Apr,2024/4/5
2024-04-24,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/5,2024/11/27 22:00,44.4,0.3,0.2,22.2,34.2,2,3,1,2,1,3,24-Apr,
2024-04-25,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/4/6,2024/11/27 22:15,37.9,0.3,0.2,15.0,26.0,2,2,1,2,1,2,24-Apr,
2024-04-28,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/16,2024/11/27 15:15,20.6,0.1,0.0,1.7,2.7,1,1,1,1,1,1,24-May,
2024-04-29,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/17,2024/11/27 22:30,14.5,0.3,0.1,2.1,5.2,1,1,1,1,1,1,24-May,
2024-04-30,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/18,2024/11/27 21:00,21.8,0.2,0.1,2.0,5.5,1,1,1,1,1,1,24-May,
2024-05-01,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/19,2024/11/27 20:45,22.0,0.2,0.1,1.0,3.3,1,1,1,1,1,1,24-May,
2024-05-02,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/20,2024/11/27 21:15,20.9,0.5,0.1,1.0,3.0,1,1,1,1,1,1,24-May,
2024-05-03,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/21,2024/11/27 21:15,9.2,1.8,0.3,2.7,7.0,1,1,1,1,1,1,24-May,
2024-05-04,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/22,2024/11/27 20:45,16.5,2.2,0.5,2.4,3.9,1,1,1,1,1,1,24-May,
2024-05-05,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/23,2024/11/27 20:30,13.6,3.6,0.7,4.2,5.5,1,1,1,1,1,1,24-May,
2024-05-06,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/24,2024/11/27 21:00,17.7,1.6,0.2,2.7,3.4,1,1,1,1,1,1,24-May,
2024-05-07,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/25,2024/11/27 20:30,20.2,0.5,0.1,2.5,3.3,1,1,1,1,1,1,24-May,
2024-05-08,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/26,2024/11/27 20:45,19.3,0.6,0.1,2.8,3.8,1,1,1,1,1,1,24-May,
2024-05-09,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/27,2024/11/27 21:00,16.5,0.9,0.1,2.2,2.8,1,1,1,1,1,1,24-May,
2024-05-10,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/28,2024/11/27 21:00,19.7,0.5,0.1,3.9,5.5,1,1,1,1,1,1,24-May,
2024-05-11,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/29,2024/11/27 20:30,17.4,0.6,0.1,3.0,4.3,1,1,1,1,1,1,24-May,
2024-05-12,Myanmar,Yangon,"16.78, 94.73",Asia/Yangon,2024/5/30,2024/11/27 20:30,12.2,1.0,0.2,2.2,4.1,1,1,1,1,1,1,24-May,
2024-05-13,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/5/31,2024/11/27 20:45,11.8,6.0,2.0,7.7,12.5,1,1,1,1,1,1,24-May,
2024-05-14,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/6/1,2024/11/27 20:45,17.5,4.2,1.7,5.1,9.3,1,1,1,1,1,1,24-Jun,
2024-05-15,Myanmar,Yangon,"16.78, 96.17",Asia/Yangon,2024/6/2,2024/11/27 20:30,14.3,5.5,1.5,6.9,11.0,1,1,1,1,1,1,24-Jun,
2023-08-29,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/8/29,2024/11/27 15:30,89.4,2.3,2.5,32.3,35.2,3,3,1,3,1,3,23-Aug,
2023-08-30,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/8/30,2024/11/27 8:30,24.7,14.6,1.9,77.4,103.6,10,10,1,1,1,10,23-Aug,
2023-08-31,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/8/31,2024/11/27 5:30,7.9,21.4,6.4,79.2,87.9,10,8,1,1,1,10,23-Aug,
2023-09-01,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/1,2024/11/27 5:30,31.5,10.5,7.8,44.1,48.4,5,3,1,1,1,5,23-Sep,
2023-09-02,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/2,2024/11/27 5:15,8.5,15.9,3.8,75.2,98.7,10,9,1,1,1,10,23-Sep,
2023-09-03,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/3,2024/11/27 5:30,3.4,8.2,1.1,52.8,68.4,6,6,1,1,1,6,23-Sep,
2023-09-04,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/4,2024/11/27 5:15,0.0,13.0,3.6,110.1,145.0,10,10,1,1,1,10,23-Sep,
2023-09-05,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/5,2024/11/27 5:15,3.4,21.9,5.0,167.9,218.2,10,10,1,1,1,10,23-Sep,
2023-09-06,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/6,2024/11/27 5:00,15.9,23.7,11.1,200.8,251.1,10,10,1,1,1,10,23-Sep,
2023-09-07,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/7,2024/11/27 4:45,6.5,43.5,11.3,166.3,202.1,10,10,1,1,1,10,23-Sep,
2023-09-08,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/8,2024/11/27 4:45,21.5,9.0,3.2,19.9,28.7,2,2,1,1,1,2,23-Sep,
2023-09-09,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/9,2024/11/27 4:30,19.9,7.2,2.7,16.7,20.9,2,2,1,1,1,2,23-Sep,
2023-09-10,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/10,2024/11/27 4:30,11.1,13.4,6.0,23.2,26.9,3,2,1,1,1,3,23-Sep,
2023-09-11,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/11,2024/11/27 4:30,9.9,16.1,5.4,28.7,36.5,3,3,1,1,1,3,23-Sep,
2023-09-12,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/12,2024/11/27 4:45,1.1,39.1,6.2,88.1,111.6,10,10,1,1,1,10,23-Sep,
2023-09-13,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/13,2024/11/27 4:30,9.0,9.6,1.8,23.9,33.8,3,3,1,1,1,3,23-Sep,
2023-09-14,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/14,2024/11/27 20:15,31.5,13.5,2.2,21.6,39.5,2,3,1,1,1,3,23-Sep,
2023-09-15,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/15,2024/11/27 4:15,4.0,16.3,4.9,84.8,107.1,10,10,1,1,1,10,23-Sep,
2023-09-16,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/16,2024/11/27 4:15,6.9,15.4,4.4,80.9,97.7,10,9,1,1,1,10,23-Sep,
2023-09-17,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/17,2024/11/27 4:15,9.8,11.8,2.2,72.7,85.6,10,8,1,1,1,10,23-Sep,
2023-09-18,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/18,2024/11/27 4:15,2.9,35.3,9.1,96.9,124.3,10,10,1,1,1,10,23-Sep,
2023-09-19,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/19,2024/11/27 4:15,4.0,19.5,2.4,134.5,166.2,10,10,1,1,1,10,23-Sep,
2023-09-20,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/20,2024/11/27 4:15,25.8,13.5,7.3,35.5,42.7,4,3,1,1,1,4,23-Sep,
2023-09-21,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/21,2024/11/27 4:15,73.0,7.0,5.1,41.0,43.6,4,3,1,3,1,4,23-Sep,
2023-09-22,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/22,2024/11/27 4:15,28.6,5.5,2.4,16.3,20.5,2,2,1,1,1,2,23-Sep,
2023-09-23,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/23,2024/11/27 4:00,14.5,16.5,8.1,34.3,39.4,3,3,1,1,1,3,23-Sep,
2023-09-24,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/24,2024/11/27 4:00,16.6,16.1,6.1,45.1,51.6,5,4,1,1,1,5,23-Sep,
2023-09-25,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/25,2024/11/27 3:45,10.5,15.3,5.8,25.6,33.8,3,3,1,1,1,3,23-Sep,
2023-09-26,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/26,2024/11/27 3:45,14.0,17.0,7.6,40.1,48.1,4,3,1,1,1,4,23-Sep,
2023-09-27,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/27,2024/11/27 3:45,0.0,42.5,7.8,133.8,167.3,10,10,1,1,1,10,23-Sep,
2023-09-28,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/28,2024/11/27 3:45,2.5,13.4,2.4,92.2,119.3,10,10,1,1,1,10,23-Sep,
2023-09-29,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/29,2024/11/27 4:30,1.1,9.5,1.2,106.2,123.0,10,10,1,1,1,10,23-Sep,
2023-09-30,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/9/30,2024/11/27 3:30,5.1,11.0,1.7,172.2,216.9,10,10,1,1,1,10,23-Sep,
2023-10-01,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/1,2024/11/27 4:00,6.8,25.0,5.6,67.3,100.3,9,10,1,1,1,10,23-Oct,
2023-10-02,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/2,2024/11/27 3:30,8.5,9.5,3.0,34.4,48.7,3,3,1,1,1,3,23-Oct,
2023-10-03,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/3,2024/11/27 3:45,4.6,58.3,21.2,204.5,254.3,10,10,1,1,1,10,23-Oct,
2023-10-04,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/4,2024/11/27 3:15,37.2,12.7,6.9,50.0,54.4,6,4,1,2,1,6,23-Oct,
2023-10-05,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/5,2024/11/27 3:15,0.1,30.5,8.0,157.0,199.8,10,10,1,1,1,10,23-Oct,
2023-10-06,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/6,2024/11/27 3:15,36.1,3.2,1.3,8.1,14.1,1,1,1,2,1,2,23-Oct,
2023-10-07,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/7,2024/11/27 2:45,27.5,12.2,5.3,27.7,42.5,3,3,1,1,1,3,23-Oct,
2023-10-08,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/8,2024/11/27 3:00,7.7,8.9,2.2,95.9,122.0,10,10,1,1,1,10,23-Oct,
2023-10-09,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/9,2024/11/27 2:45,27.5,5.5,1.5,80.6,96.0,10,9,1,1,1,10,23-Oct,
2023-10-10,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/10,2024/11/27 3:00,6.8,12.3,3.0,109.0,142.4,10,10,1,1,1,10,23-Oct,
2023-10-11,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/11,2024/11/27 3:00,2.1,7.2,1.2,83.9,92.2,10,9,1,1,1,10,23-Oct,
2023-10-12,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/12,2024/11/27 3:00,0.5,10.3,1.0,170.0,179.7,10,10,1,1,1,10,23-Oct,
2023-10-13,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/13,2024/11/27 2:45,3.9,12.2,1.5,165.9,205.4,10,10,1,1,1,10,23-Oct,
2023-10-14,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/14,2024/11/27 2:45,7.4,17.1,2.8,183.0,205.9,10,10,1,1,1,10,23-Oct,
2023-10-15,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/15,2024/11/27 2:45,6.6,8.2,1.2,107.0,126.5,10,10,1,1,1,10,23-Oct,
2023-10-16,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/16,2024/11/27 2:45,2.4,10.5,1.6,92.6,110.6,10,10,1,1,1,10,23-Oct,
2023-10-17,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/17,2024/11/27 2:30,0.6,12.9,1.5,113.2,131.8,10,10,1,1,1,10,23-Oct,
2023-10-18,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/18,2024/11/27 2:30,1.3,32.9,7.3,160.0,222.1,10,10,1,1,1,10,23-Oct,
2023-10-19,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/19,2024/11/27 2:30,1.6,20.4,4.3,128.4,182.4,10,10,1,1,1,10,23-Oct,
2023-10-20,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/20,2024/11/27 2:45,1.2,17.8,2.9,118.2,175.7,10,10,1,1,1,10,23-Oct,
2023-10-21,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/21,2024/11/27 2:15,1.5,17.3,2.4,117.7,179.3,10,10,1,1,1,10,23-Oct,
2023-10-22,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/22,2024/11/27 2:30,20.4,26.4,8.5,122.8,169.9,10,10,1,1,1,10,23-Oct,
2023-10-23,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/23,2024/11/27 2:15,14.8,23.0,5.8,116.0,172.2,10,10,1,1,1,10,23-Oct,
2023-10-24,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/24,2024/11/27 2:30,15.7,30.2,7.9,237.9,318.1,10,10,1,1,1,10,23-Oct,
2023-10-25,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/25,2024/11/27 2:30,8.1,33.6,7.8,136.8,200.0,10,10,1,1,1,10,23-Oct,
2023-10-26,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/26,2024/11/27 2:15,16.6,43.5,13.0,180.5,253.6,10,10,1,1,1,10,23-Oct,
2023-10-27,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/27,2024/11/27 2:30,14.8,38.4,11.1,150.2,217.9,10,10,1,1,1,10,23-Oct,
2023-10-28,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/28,2024/11/27 2:15,17.9,35.6,11.1,106.5,160.1,10,10,1,1,1,10,23-Oct,
2023-10-29,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/29,2024/11/27 2:45,13.1,26.7,9.3,114.9,162.8,10,10,1,1,1,10,23-Oct,
2023-10-30,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/10/30,2024/11/27 2:00,9.7,25.0,6.0,165.2,226.4,10,10,1,1,1,10,23-Oct,
2023-10-31,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/1,2024/11/27 2:15,21.8,15.9,4.2,63.3,110.0,8,10,1,1,1,10,23-Nov,2023/11/1
2023-11-01,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/1,2024/11/27 2:15,21.8,15.9,4.2,63.3,110.0,8,10,1,1,1,10,23-Nov,
2023-11-02,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/2,2024/11/27 2:00,18.4,40.8,16.9,169.3,249.1,10,10,1,1,1,10,23-Nov,
2023-11-03,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/3,2024/11/27 2:15,13.4,44.6,16.2,181.0,270.0,10,10,1,1,1,10,23-Nov,
2023-11-04,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/4,2024/11/27 1:45,12.2,20.2,2.5,139.3,173.5,10,10,1,1,1,10,23-Nov,
2023-11-05,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/5,2024/11/27 2:00,29.0,20.7,9.5,89.7,140.7,10,10,1,1,1,10,23-Nov,
2023-11-06,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/6,2024/11/27 1:45,30.0,22.6,7.6,108.5,171.4,10,10,1,1,1,10,23-Nov,
2023-11-07,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/7,2024/11/27 1:45,41.8,26.7,11.9,114.5,186.0,10,10,1,2,1,10,23-Nov,
2023-11-08,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/8,2024/11/27 1:45,15.2,33.6,9.2,119.2,190.4,10,10,1,1,1,10,23-Nov,
2023-11-09,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/9,2024/11/27 1:45,44.0,31.5,15.0,120.5,196.8,10,10,1,2,1,10,23-Nov,
2023-11-10,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/10,2024/11/27 1:45,34.0,32.9,12.4,119.8,200.9,10,10,1,2,1,10,23-Nov,
2023-11-11,Nepal,Kathmandu,"27.72, 85.32",Asia/Kathmandu,2023/11/11,2024/11/27 1:45,23.6,23.0,7.0,118.6,190.6,10,10,1,1,1,10,23-Nov,
